,name,code,year,casset,cdebt,asset,rearnings,debt,sales,employee,capital,equity,netincome,stock_num,stock,roe,ebt,interest,facevalue,sector
19,(주)게임빌,63080,Dec-17,36433390.0,56423583.0,338029216.0,167660614.0,93552469.0,106371848.0,419.0,3297596.0,244476747.0,8584611.0,6595192.0,92300.0,3.56,7245089.0,-1550603.0,500.0,1
20,(주)게임빌,63080,Dec-18,37777149.0,66880114.0,354106374.0,163737161.0,110210307.0,112508237.0,427.0,3297596.0,243896067.0,-5428315.0,6595192.0,54400.0,-2.45,9990567.0,-1804424.0,500.0,1
21,(주)게임빌,63080,Dec-19,35522622.0,75408194.0,399323374.0,177304969.0,144488124.0,119860859.0,399.0,3297596.0,254835249.0,11814935.0,6595192.0,30250.0,5.54,12318550.0,-2471657.0,500.0,1
22,(주)게임빌,63080,Dec-20,32621881.0,112392612.0,432965661.0,197529216.0,154139095.0,133819704.0,265.0,3297596.0,278826566.0,20139064.0,6595192.0,36850.0,7.68,19306088.0,-3728655.0,500.0,1
23,(주)골드앤에스,35290,Dec-10,17640913.0,17384685.0,45047091.0,-5850061.0,23416085.0,50487261.0,177.0,25829040.0,21631006.0,-8960678.0,51658079.0,445.0,-41.44,-9066905.0,-947421.0,500.0,1
24,(주)골드앤에스,35290,Dec-11,23477041.0,21734828.0,46677146.0,-5019236.0,24240316.0,47522791.0,161.0,25829040.0,22436829.0,1002287.0,51658079.0,436.0,4.57,836340.0,-995831.0,500.0,1
25,(주)골드앤에스,35290,Dec-12,26661256.0,20697748.0,51950606.0,-11494028.0,26432789.0,43889087.0,157.0,35819682.0,25517817.0,-6467495.0,71639364.0,476.0,-26.93,-6815170.0,-958709.0,500.0,1
26,(주)골드앤에스,35290,Dec-13,15792977.0,29802347.0,51442505.0,-27013060.0,38315150.0,39548810.0,114.0,35819682.0,13127355.0,-16837473.0,71639364.0,175.0,-86.53,-15321298.0,-2424345.0,500.0,1
27,(주)골드앤에스,35290,Dec-14,15072221.0,25047175.0,46528474.0,-35362663.0,34445853.0,31287203.0,74.0,6077692.0,12082621.0,-9319175.0,12155384.0,3360.0,-90.29,-8873644.0,-1676801.0,500.0,1
28,(주)골드앤에스,35290,Dec-15,15364121.0,7942854.0,24102094.0,-15172377.0,8941840.0,22197935.0,52.0,9852021.0,15160254.0,-9502547.0,19704041.0,5980.0,-76.1,-4437490.0,-329103.0,500.0,1
29,(주)골드앤에스,35290,Dec-16,8660668.0,3670098.0,18671644.0,-14872080.0,4403117.0,15893494.0,60.0,10017310.0,14268527.0,390367.0,20034620.0,3795.0,2.65,624873.0,-125993.0,500.0,1
30,(주)골드앤에스,35290,Dec-17,10831000.0,3198537.0,17173934.0,-24239177.0,3827858.0,12802035.0,47.0,11086938.0,13346076.0,-7975875.0,22173875.0,4690.0,-57.72,-8156806.0,-69211.0,500.0,1
31,(주)골드앤에스,35290,Dec-18,21031370.0,28003279.0,42472631.0,-28501374.0,28693062.0,8680452.0,61.0,11380624.0,13779569.0,-4380399.0,22761247.0,3170.0,-32.3,-5049311.0,-328396.0,500.0,1
32,(주)골드앤에스,35290,Dec-19,3910189.0,21055498.0,16096170.0,-54531706.0,21187743.0,7642733.0,49.0,1285069.0,-5091573.0,-24883278.0,2570137.0,11750.0,-572.47,-24639136.0,-1865576.0,500.0,1
33,(주)골드앤에스,35290,Dec-20,9045300.0,2194126.0,20634172.0,-52886699.0,6236005.0,4138760.0,16.0,18111955.0,14398168.0,1635730.0,36223910.0,11750.0,35.13,1396873.0,-141187.0,500.0,1
35,(주)골프존,215000,Dec-15,81295773.0,50803120.0,178132253.0,36533155.0,69278343.0,201560389.0,266.0,3137708.0,108853909.0,36533155.0,6275415.0,87900.0,,45670572.0,-696908.0,500.0,1
36,(주)골프존,215000,Dec-16,89781733.0,56451253.0,187914226.0,47981803.0,67265600.0,216964342.0,280.0,3137708.0,120648626.0,36536248.0,6275415.0,65300.0,30.3,44008772.0,-740174.0,500.0,1
37,(주)골프존,215000,Dec-17,160591890.0,51918381.0,253672419.0,117259725.0,64290538.0,200105321.0,244.0,3137708.0,189381881.0,79392004.0,6275415.0,44850.0,51.19,50745356.0,-706280.0,500.0,1
38,(주)골프존,215000,Dec-18,145265354.0,54339957.0,254057808.0,122566727.0,59138246.0,198705194.0,470.0,3137708.0,194919561.0,20419449.0,6275415.0,33450.0,10.63,26353781.0,-743684.0,500.0,1
39,(주)골프존,215000,Dec-19,81730468.0,61066134.0,312587283.0,127176545.0,112544404.0,247018099.0,398.0,3137708.0,200042879.0,16213888.0,6275415.0,68900.0,8.21,29850286.0,-1002071.0,500.0,1
40,(주)골프존,215000,Dec-20,118056616.0,80881889.0,367293667.0,152522872.0,141722975.0,298524085.0,425.0,3137708.0,225570692.0,37497361.0,6275415.0,69300.0,18.02,48705922.0,-1432951.0,500.0,1
41,(주)네오리진,94860,Dec-10,22154083.0,9126377.0,33848268.0,-3668399.0,11152095.0,26146044.0,65.0,7276818.0,22696173.0,-4659690.0,14553635.0,4170.0,-18.8,-4539142.0,-146372.0,500.0,1
42,(주)네오리진,94860,Dec-11,24840974.0,17791230.0,50506702.0,-3021499.0,20067290.0,42947694.0,70.0,7276818.0,30439412.0,649924.0,14553635.0,2940.0,3.18,601278.0,-338057.0,500.0,1
43,(주)네오리진,94860,Dec-17,7853986.0,2204133.0,17683620.0,-2204500.0,3137509.0,9263380.0,49.0,4765306.0,14546111.0,166207.0,47653062.0,631.0,1.14,190144.0,-33922.0,100.0,1
44,(주)네오위즈,95660,Dec-09,272983035.0,95963655.0,398006025.0,82176224.0,102855927.0,370233271.0,693.0,10948119.0,295150097.0,50293798.0,21896237.0,40550.0,25.01,73042027.0,0.0,500.0,1
45,(주)네오위즈,95660,Dec-10,144371642.0,193266469.0,433550345.0,89893463.0,196672357.0,430549822.0,930.0,10948119.0,236877988.0,25208848.0,21896237.0,45950.0,11.34,27491964.0,-178690.0,500.0,1
46,(주)네오위즈,95660,Dec-11,237670237.0,197452610.0,626224593.0,159828754.0,353291503.0,667748340.0,1204.0,10957504.0,272933090.0,72509057.0,21915008.0,43200.0,30.13,100761621.0,-6034305.0,500.0,1
47,(주)네오위즈,95660,Dec-12,321621881.0,204139701.0,625813964.0,170965222.0,337321468.0,674589550.0,900.0,10957504.0,288492496.0,5785127.0,21915008.0,25000.0,2.94,47902448.0,-7132838.0,500.0,1
48,(주)네오위즈,95660,Dec-13,163930245.0,107456642.0,506848572.0,218866597.0,211021364.0,442897817.0,610.0,10957504.0,295827208.0,46864398.0,21915008.0,17700.0,16.83,75624100.0,-7464788.0,500.0,1
49,(주)네오위즈,95660,Dec-14,199929102.0,53291606.0,423334499.0,210658575.0,138497147.0,201029653.0,506.0,10957504.0,284837352.0,-8177160.0,21915008.0,22750.0,-2.63,5839422.0,-4665918.0,500.0,1
50,(주)네오위즈,95660,Dec-15,267392426.0,103161414.0,374371339.0,190326368.0,110083479.0,190070606.0,416.0,10957504.0,264287860.0,-21852100.0,21915008.0,16150.0,-7.51,-14255941.0,-2468084.0,500.0,1
51,(주)네오위즈,95660,Dec-16,196626649.0,41191743.0,317438639.0,200576257.0,46384073.0,191038418.0,403.0,10957504.0,271054566.0,9853329.0,21915008.0,11350.0,3.85,18759351.0,-690744.0,500.0,1
52,(주)네오위즈,95660,Dec-17,188793930.0,32738254.0,304359379.0,198456940.0,39611170.0,174045348.0,296.0,10957504.0,264748209.0,-2143713.0,21915008.0,12250.0,-0.57,646834.0,-111795.0,500.0,1
53,(주)네오위즈,95660,Dec-18,154960983.0,50887701.0,366712258.0,229434382.0,67872548.0,215490230.0,353.0,10957504.0,298839710.0,33524295.0,21915008.0,12250.0,11.36,36631787.0,-253638.0,500.0,1
54,(주)네오위즈,95660,Dec-19,191361850.0,44926808.0,398001624.0,251742751.0,69123581.0,254498033.0,488.0,10957504.0,328878043.0,27623322.0,21915008.0,16950.0,7.78,32412636.0,-70646.0,500.0,1
55,(주)네오위즈,95660,Dec-20,248363258.0,57878722.0,479352032.0,310762224.0,83736217.0,289606376.0,912.0,11016860.0,395615816.0,62167755.0,22033719.0,22450.0,16.95,68680628.0,-43984.0,500.0,1
56,(주)네오위즈홀딩스,42420,Dec-09,352076459.0,124978955.0,615849125.0,8054642.0,165182218.0,400884315.0,3.0,4649428.0,450666907.0,50615411.0,9148855.0,16600.0,4.32,73844503.0,0.0,500.0,1
57,(주)네오위즈홀딩스,42420,Dec-10,244430137.0,217415397.0,631258323.0,50690552.0,224482347.0,505659785.0,4.0,4649428.0,406775976.0,40782244.0,9148855.0,13600.0,8.83,38336486.0,-2519941.0,500.0,1
58,(주)네오위즈홀딩스,42420,Dec-11,326950239.0,219106067.0,699856916.0,71519261.0,324866338.0,727227250.0,10.0,4653433.0,374990578.0,76477186.0,9156866.0,22250.0,11.85,112060294.0,-7692363.0,500.0,1
59,(주)네오위즈홀딩스,42420,Dec-12,371923345.0,225008678.0,689645348.0,83968081.0,304490041.0,742971136.0,25.0,4653433.0,385155307.0,13920271.0,9156866.0,14550.0,6.79,54326605.0,-7835369.0,500.0,1
60,(주)네오위즈홀딩스,42420,Dec-13,240607457.0,125081215.0,588519102.0,106576470.0,172278621.0,512084970.0,3.0,4653433.0,416240481.0,59898207.0,9156866.0,11450.0,12.59,85429207.0,-7759765.0,500.0,1
61,(주)네오위즈홀딩스,42420,Dec-14,283696699.0,72625464.0,573964611.0,165858401.0,106476922.0,262205577.0,2.0,4653433.0,467487690.0,57500868.0,9156866.0,14300.0,27.59,91617749.0,-5013257.0,500.0,1
62,(주)네오위즈홀딩스,42420,Dec-15,394172532.0,60550634.0,570887893.0,230991237.0,78033866.0,199471968.0,4.0,4653433.0,492854028.0,49969692.0,9156866.0,14950.0,23.61,74971673.0,-2622357.0,500.0,1
63,(주)네오위즈홀딩스,42420,Dec-16,337649235.0,43721311.0,533357640.0,207821865.0,54350324.0,201698095.0,4.0,4653433.0,479007316.0,-8386452.0,8856866.0,16500.0,-4.99,-4950180.0,-715014.0,500.0,1
64,(주)네오위즈홀딩스,42420,Dec-17,335663547.0,34890967.0,524777876.0,202404906.0,48395657.0,184864190.0,3.0,4653433.0,476382219.0,-6798711.0,8856866.0,13300.0,-1.77,-4565860.0,-158589.0,500.0,1
65,(주)네오위즈홀딩스,42420,Dec-18,297220633.0,55069194.0,590591987.0,230262274.0,74313743.0,228327081.0,4.0,4653433.0,516278245.0,43566139.0,8856866.0,11350.0,6.58,45177504.0,-301698.0,500.0,1
66,(주)네오위즈홀딩스,42420,Dec-19,311695984.0,45404199.0,622123554.0,250424820.0,72872632.0,253948130.0,5.0,4653433.0,549250922.0,40857864.0,8856866.0,14100.0,6.57,45080853.0,-86235.0,500.0,1
67,(주)네오위즈홀딩스,42420,Dec-20,366475644.0,58429428.0,734765968.0,299893878.0,96199629.0,289246163.0,5.0,4653433.0,638566339.0,94962424.0,8856866.0,16400.0,15.01,109027026.0,-123365.0,500.0,1
69,(주)넥스지,81970,Dec-13,22490508.0,2039656.0,35613760.0,24407365.0,2226767.0,17922270.0,109.0,2880000.0,33386993.0,1450221.0,5760000.0,3965.0,4.57,1469100.0,-10824.0,500.0,1
70,(주)넥스지,81970,Dec-17,25135256.0,3157651.0,40380238.0,28119316.0,3738318.0,21588094.0,114.0,2880000.0,36641920.0,2117488.0,5760000.0,12150.0,5.78,2160575.0,0.0,500.0,1
71,(주)넵튠,217270,Dec-16,11659252.0,4796431.0,47885328.0,-5977432.0,8943521.0,18335549.0,80.0,8820359.0,38941807.0,-3993819.0,88203592.0,1635.0,-8.97,-4132173.0,-23438.0,100.0,1
72,(주)넵튠,217270,Dec-17,12341929.0,6735690.0,110288332.0,27776056.0,27834362.0,20528450.0,107.0,9520201.0,82453970.0,32090781.0,19040402.0,14750.0,54.16,42788451.0,-61702.0,500.0,1
73,(주)넵튠,217270,Dec-18,14152433.0,44562955.0,129607837.0,-5975841.0,60801263.0,18174243.0,92.0,10688703.0,68806574.0,-36924774.0,21377405.0,10100.0,-42.69,-38947228.0,-142919.0,500.0,1
74,(주)넵튠,217270,Dec-19,12729691.0,37556866.0,115667487.0,-23752791.0,53664369.0,18037054.0,35.0,11685073.0,62003118.0,-20788823.0,23370146.0,6720.0,-25.05,-21396348.0,-112305.0,500.0,1
75,(주)넵튠,217270,Dec-20,42816771.0,31544200.0,161254312.0,22293968.0,52651433.0,19639704.0,59.0,11853793.0,108602879.0,43838745.0,23707586.0,26700.0,49.96,55021134.0,-47718.0,500.0,1
76,(주)누리플렉스,40160,Dec-09,73181702.0,28126725.0,92497804.0,8844952.0,32175775.0,68629630.0,141.0,5585352.0,60322029.0,3224120.0,11170704.0,9490.0,3.35,3978711.0,0.0,500.0,1
77,(주)누리플렉스,40160,Dec-10,73599922.0,32208914.0,97387765.0,8595673.0,33611500.0,72379499.0,130.0,5600712.0,63776266.0,-1026354.0,11201424.0,6450.0,-6.15,-382170.0,-1063994.0,500.0,1
78,(주)누리플렉스,40160,Dec-11,47530012.0,19990039.0,93391124.0,5964979.0,30770214.0,63302018.0,118.0,5600712.0,62620910.0,-821326.0,11201424.0,5500.0,-5.83,-118038.0,-1715093.0,500.0,1
79,(주)누리플렉스,40160,Dec-12,38050997.0,20648616.0,83053715.0,-6968856.0,31232603.0,48208331.0,99.0,5684992.0,51821112.0,-11299861.0,11369984.0,5000.0,-34.39,-10849236.0,-864455.0,500.0,1
80,(주)누리플렉스,40160,Dec-13,27810648.0,20961075.0,62246147.0,-505794.0,24156711.0,37449748.0,88.0,6027768.0,38089437.0,6882952.0,12055535.0,4580.0,18.62,-941541.0,-1101636.0,500.0,1
81,(주)누리플렉스,40160,Dec-14,27956928.0,23091895.0,63334994.0,987568.0,23840938.0,38851721.0,92.0,6027768.0,39494056.0,1470047.0,12055535.0,4655.0,3.86,1658367.0,-664537.0,500.0,1
82,(주)누리플렉스,40160,Dec-15,33700165.0,19545693.0,68765919.0,5425782.0,20326158.0,58420237.0,103.0,6027768.0,48439761.0,4417066.0,12055535.0,13700.0,10.1,4592693.0,-515429.0,500.0,1
83,(주)누리플렉스,40160,Dec-16,43475220.0,26038507.0,81504821.0,11916256.0,26518539.0,51323868.0,175.0,6027768.0,54986283.0,6493314.0,12055535.0,9000.0,12.56,5988389.0,-261925.0,500.0,1
84,(주)누리플렉스,40160,Dec-17,85935939.0,72787420.0,139977165.0,6151062.0,90791623.0,117558807.0,142.0,6027768.0,49185542.0,-5840428.0,12055535.0,10100.0,-11.22,-4794334.0,-579298.0,500.0,1
85,(주)누리플렉스,40160,Dec-18,76828159.0,52929797.0,128568000.0,17898789.0,67596536.0,190385732.0,164.0,6027768.0,60971464.0,11747611.0,12055535.0,5620.0,21.34,17361664.0,-750297.0,500.0,1
86,(주)누리플렉스,40160,Dec-19,77913786.0,56329717.0,128558142.0,26159203.0,60233414.0,147947451.0,152.0,6027768.0,68324728.0,8862080.0,12055535.0,5490.0,13.73,10372736.0,-943051.0,500.0,1
87,(주)누리플렉스,40160,Dec-20,58250262.0,39059550.0,123720723.0,28529175.0,54095368.0,109995674.0,154.0,6027768.0,69625355.0,2867014.0,12055535.0,8120.0,4.15,1670964.0,-653970.0,500.0,1
89,(주)다나와,119860,Dec-11,37365544.0,1537679.0,46554682.0,21704926.0,2441200.0,21167814.0,208.0,3300000.0,44113482.0,4363445.0,6600000.0,6800.0,13.28,4882929.0,-7295.0,500.0,1
90,(주)다나와,119860,Dec-12,43314071.0,2868450.0,52264218.0,25623559.0,5722512.0,25425297.0,217.0,3300000.0,46541707.0,5316174.0,6600000.0,7750.0,11.73,6580907.0,-10764.0,500.0,1
91,(주)다나와,119860,Dec-13,48435392.0,2684442.0,58101585.0,30070207.0,5408348.0,26571940.0,195.0,3300000.0,52693237.0,5568093.0,6600000.0,8460.0,11.22,6360046.0,-19095.0,500.0,1
92,(주)다나와,119860,Dec-14,49044210.0,4105561.0,60457787.0,33064320.0,6578874.0,35190274.0,214.0,3312456.0,53878913.0,4942345.0,6624911.0,9230.0,9.35,5880293.0,-25425.0,500.0,1
93,(주)다나와,119860,Dec-15,49251879.0,4947122.0,63966473.0,36733045.0,6372946.0,45480902.0,240.0,3312456.0,57593527.0,6053364.0,6624911.0,10550.0,10.89,6571400.0,-34907.0,500.0,1
94,(주)다나와,119860,Dec-16,52896077.0,7297997.0,73114739.0,44326326.0,7944233.0,64407865.0,253.0,3312456.0,65170505.0,8935066.0,6624911.0,7000.0,14.56,10201378.0,-5940.0,500.0,1
95,(주)다나와,119860,Dec-17,66987528.0,14795589.0,92840454.0,56002611.0,15969777.0,107606286.0,266.0,6537411.0,76870677.0,13513869.0,13074822.0,13600.0,19.03,15532798.0,-178352.0,500.0,1
96,(주)다나와,119860,Dec-18,72643692.0,16802549.0,108421387.0,69250269.0,18464346.0,121359168.0,262.0,6537411.0,89957042.0,16395902.0,13074822.0,15300.0,19.68,20915762.0,-217711.0,500.0,1
97,(주)다나와,119860,Dec-19,118843784.0,40870463.0,154181938.0,88546337.0,44514345.0,202773825.0,282.0,6537411.0,109667593.0,23583163.0,13074822.0,23850.0,23.63,29344040.0,-20867.0,500.0,1
98,(주)다나와,119860,Dec-20,130674191.0,24809280.0,163118796.0,115508650.0,26338886.0,231956348.0,310.0,6537411.0,136779910.0,30936956.0,13074822.0,30750.0,25.11,39481484.0,-8187.0,500.0,1
99,(주)다날,64260,Dec-10,153429423.0,141382317.0,224740414.0,13625087.0,150825221.0,84239177.0,127.0,8778941.0,73915193.0,-1592997.0,17557881.0,12900.0,1.46,-1178177.0,-4426414.0,500.0,1
100,(주)다날,64260,Dec-11,155076591.0,131646539.0,223474540.0,10895107.0,152854091.0,93496730.0,135.0,8778941.0,70620449.0,-6407215.0,17557881.0,7930.0,-4.4,-6343988.0,-4789289.0,500.0,1
101,(주)다날,64260,Dec-12,201820172.0,186555574.0,261430397.0,2788147.0,194093779.0,101742236.0,95.0,9185372.0,67336617.0,-11550466.0,18370743.0,11150.0,-11.78,-12037974.0,-1670911.0,500.0,1
102,(주)다날,64260,Dec-13,230313205.0,188401485.0,285662822.0,5533357.0,201343426.0,118103847.0,111.0,10214669.0,84319395.0,200553.0,20429337.0,9410.0,3.74,1744290.0,-5108916.0,500.0,1
103,(주)다날,64260,Dec-14,208569970.0,164535371.0,268611315.0,8371754.0,179061592.0,98522996.0,118.0,10536540.0,89549722.0,339414.0,21073079.0,8100.0,3.02,3095814.0,-3629792.0,500.0,1
104,(주)다날,64260,Dec-15,243778984.0,134801818.0,300513733.0,9120128.0,192535231.0,112948116.0,145.0,10839477.0,107978502.0,-2560814.0,21678954.0,8850.0,0.24,-2195779.0,-2981405.0,500.0,1
105,(주)다날,64260,Dec-16,310835973.0,205166037.0,387778727.0,8813618.0,244650950.0,133477893.0,152.0,21209216.0,143127776.0,-3910673.0,42418431.0,5360.0,-0.45,-730009.0,-1215594.0,500.0,1
106,(주)다날,64260,Dec-17,383195151.0,250696677.0,469487277.0,19738959.0,287129695.0,172882038.0,160.0,24481271.0,182357582.0,10686294.0,48962541.0,5290.0,7.49,22773899.0,-2873026.0,500.0,1
107,(주)다날,64260,Dec-18,378244332.0,176298488.0,456519738.0,23974852.0,296120181.0,209864332.0,174.0,27187327.0,160399557.0,-2918329.0,54374654.0,3525.0,1.72,-7459653.0,-3201449.0,500.0,1
108,(주)다날,64260,Dec-19,421473754.0,143499328.0,512017556.0,44778443.0,312245578.0,191162051.0,200.0,30881858.0,199771977.0,22794705.0,61763715.0,3165.0,13.96,19215850.0,-4066951.0,500.0,1
109,(주)다날,64260,Dec-20,446398205.0,233412673.0,570144932.0,61499775.0,336525100.0,229418197.0,219.0,34474520.0,233619832.0,12407859.0,68949040.0,4830.0,7.87,22114868.0,-5138893.0,500.0,1
110,(주)다우기술,23590,Dec-09,2272777214.0,1648316607.0,2660129535.0,203460546.0,1862083128.0,567627159.0,404.0,22433309.0,798046406.0,82805278.0,44866617.0,7500.0,10.9,126112757.0,0.0,500.0,1
111,(주)다우기술,23590,Dec-10,1826021971.0,1601947070.0,4270819266.0,336726817.0,3296551308.0,741336841.0,393.0,22433309.0,974267958.0,124848802.0,44866617.0,8550.0,12.92,171485909.0,0.0,500.0,1
112,(주)다우기술,23590,Dec-11,1521875181.0,1334532657.0,4235093248.0,392320416.0,3157243955.0,760690314.0,411.0,22433309.0,1077849292.0,121305698.0,44866617.0,10300.0,10.01,176609266.0,0.0,500.0,1
113,(주)다우기술,23590,Dec-12,4175692484.0,1933544479.0,4848503131.0,451391233.0,3704278918.0,759179929.0,474.0,22433309.0,1144224213.0,95931116.0,44866617.0,15750.0,9.61,135574142.0,0.0,500.0,1
114,(주)다우기술,23590,Dec-13,3980571787.0,1382205775.0,4849467515.0,474180442.0,3673326980.0,752246696.0,545.0,22433309.0,1176140535.0,54080871.0,44866617.0,15150.0,4.01,83618513.0,0.0,500.0,1
115,(주)다우기술,23590,Dec-14,4360610996.0,1499580144.0,5338504904.0,513351685.0,4088430083.0,782978984.0,592.0,22433309.0,1250074821.0,84949965.0,44866617.0,11950.0,6.06,112748497.0,0.0,500.0,1
116,(주)다우기술,23590,Dec-15,6042521865.0,2139223385.0,7156248386.0,610143691.0,5708677754.0,1049708558.0,540.0,22433309.0,1447570633.0,202618955.0,44866617.0,21800.0,12.8,283114913.0,-4789535.0,500.0,1
117,(주)다우기술,23590,Dec-16,8183173060.0,3709965253.0,9818253246.0,699888143.0,8210684424.0,1153420151.0,464.0,22433309.0,1607568822.0,191978017.0,44866617.0,18000.0,10.95,260833208.0,-57441319.0,500.0,1
118,(주)다우기술,23590,Dec-17,11104583846.0,5394264976.0,13126401794.0,804324148.0,11215409981.0,1351213661.0,469.0,22433309.0,1910991813.0,243142590.0,44866617.0,19250.0,11.53,345149445.0,-78857898.0,500.0,1
119,(주)다우기술,23590,Dec-18,14270303975.0,10293854530.0,19345653730.0,889688771.0,16905080889.0,2210006672.0,503.0,22433309.0,2440572841.0,225403523.0,44866617.0,18850.0,9.78,324374480.0,-141141162.0,500.0,1
120,(주)다우기술,23590,Dec-19,18833759299.0,13162433117.0,24741606800.0,1058599745.0,22077381030.0,2901833126.0,492.0,22433309.0,2664225769.0,395865387.0,44866617.0,19000.0,14.61,533415674.0,-214576267.0,500.0,1
121,(주)다우기술,23590,Dec-20,34479396477.0,19904833542.0,38622232830.0,1315750275.0,35377055590.0,4732935104.0,550.0,22433309.0,3245177240.0,679446474.0,44866617.0,21900.0,18.85,1030435361.0,-209870707.0,500.0,1
122,(주)더블유게임즈,192080,Dec-16,322772334.0,57421568.0,436960921.0,122984138.0,58747382.0,155636444.0,163.0,8592278.0,378213539.0,48718418.0,17184556.0,39850.0,12.91,53399648.0,-5736.0,500.0,1
124,(주)더블유게임즈,192080,Dec-17,105102138.0,307402681.0,997179792.0,148058450.0,592561877.0,319345253.0,191.0,8797757.0,404617915.0,35641749.0,17595514.0,51700.0,9.04,38328555.0,-10847673.0,500.0,1
127,(주)더블유게임즈,192080,Dec-19,174290939.0,85142274.0,1074710470.0,334546687.0,427556204.0,513847375.0,248.0,9130251.0,647154267.0,110292805.0,18260502.0,49850.0,18.93,138041810.0,-11398751.0,500.0,1
128,(주)더블유게임즈,192080,Dec-20,217201348.0,54889809.0,1023166746.0,423725379.0,95278856.0,658175939.0,265.0,9187251.0,927887890.0,124794300.0,18374502.0,60200.0,16.94,169069173.0,-3112121.0,500.0,1
