,name,code,year,nwcta,ebt,interest1,interest2,interest3,interest4,NI,TI,FI,FC,GVEM,ebit_1
118,(주)다나와,119860,Dec-12,77.39,6580907.0,11658.0,0.0,0.0,0.0,5316174.0,1264733.0,1421344.0,14509.0,0.0,0.0
119,(주)다나와,119860,Dec-13,78.74,6360046.0,19234.0,0.0,0.0,0.0,5568093.0,791953.0,1267612.0,21435.0,0.0,6379280.0
120,(주)다나와,119860,Dec-14,74.33,5880293.0,20147.0,0.0,0.0,0.0,4942345.0,937948.0,1219454.0,20786.0,0.0,5900440.0
121,(주)다나와,119860,Dec-15,69.26,6571400.0,13913.0,0.0,0.0,0.0,6053364.0,518037.0,915702.0,14786.0,0.0,6585313.0
122,(주)다나와,119860,Dec-16,62.37,10201378.0,5940.0,0.0,0.0,0.0,8935066.0,1266312.0,693954.0,6641.0,0.0,10207318.0
123,(주)다나와,119860,Dec-17,56.22,15532798.0,80817.0,0.0,0.0,0.0,13513869.0,2018929.0,1079140.0,118415.0,0.0,15613615.0
124,(주)다나와,119860,Dec-18,51.5,20915762.0,72223.0,0.0,0.0,0.0,16395902.0,4519860.0,1090512.0,143761.0,0.0,20987985.0
125,(주)다나와,119860,Dec-19,50.57,29344040.0,177029.0,0.0,0.0,0.0,23583163.0,5760876.0,1463665.0,367764.0,0.0,29521069.0
126,(주)다나와,119860,Dec-20,64.9,39481484.0,96720.0,0.0,0.0,0.0,30936956.0,7679507.0,2471201.0,212473.0,0.0,39578204.0
127,(주)다나와,119860,Dec-10,59.57,7985444.0,17556.0,0.0,0.0,0.0,6715036.0,1270408.0,443042.0,18997.0,0.0,0.0
128,(주)다날,64260,Dec-11,10.48,-6343988.0,5510146.0,0.0,0.0,0.0,-6407215.0,63228.0,1392251.0,6477730.0,-633285.0,0.0
129,(주)다날,64260,Dec-12,5.84,-12037974.0,6627404.0,0.0,0.0,0.0,-11550466.0,-487509.0,1755198.0,6627404.0,-1434391.0,0.0
130,(주)다날,64260,Dec-13,14.67,1744290.0,5781067.0,0.0,0.0,0.0,200553.0,1543737.0,1192676.0,5820317.0,-3290317.0,7525357.0
131,(주)다날,64260,Dec-14,16.39,3095814.0,3875374.0,0.0,0.0,0.0,339414.0,2756400.0,1556390.0,3875374.0,-2644789.0,6971188.0
132,(주)다날,64260,Dec-15,36.26,-2195779.0,2943313.0,0.0,0.0,0.0,-2560814.0,365035.0,1590159.0,2943313.0,206427.0,747534.0
133,(주)다날,64260,Dec-16,27.25,-730009.0,3010403.0,0.0,0.0,0.0,-3910673.0,3180664.0,1332420.0,3010403.0,-3282616.0,2280394.0
134,(주)다날,64260,Dec-17,28.22,22773899.0,2820975.0,0.0,0.0,0.0,10686294.0,12087605.0,1700467.0,2820975.0,-923947.0,25594874.0
135,(주)다날,64260,Dec-18,44.24,-7459653.0,4768213.0,0.0,0.0,0.0,-2918329.0,-4541324.0,1558886.0,4768213.0,150089.0,-2691440.0
136,(주)다날,64260,Dec-19,54.29,19215850.0,5901369.0,0.0,0.0,0.0,22794705.0,292164.0,1294357.0,5901369.0,860188.0,25117219.0
137,(주)다날,64260,Dec-20,37.36,22114868.0,7031393.0,0.0,0.0,0.0,12407859.0,9707009.0,1079450.0,7031393.0,-2505128.0,29146261.0
138,(주)다날,64260,Dec-10,5.36,-1178177.0,4921091.0,0.0,0.0,0.0,-1592997.0,414820.0,1512933.0,4921091.0,-16721.0,0.0
139,(주)다우기술,23590,Dec-11,4.42,176609266.0,5482530.0,0.0,0.0,0.0,121305698.0,55303568.0,1910006.0,5482530.0,1910041.0,182091796.0
140,(주)다우기술,23590,Dec-12,46.24,135574142.0,5008466.0,0.0,0.0,0.0,95931116.0,39643026.0,3179276.0,5008466.0,5206816.0,140582608.0
141,(주)다우기술,23590,Dec-10,5.25,171485909.0,3889426.0,0.0,0.0,0.0,124848802.0,46637107.0,2352870.0,3889426.0,327778.0,0.0
142,(주)다우기술,23590,Dec-14,53.59,112748497.0,5297465.0,0.0,0.0,0.0,84949965.0,27798532.0,1318660.0,5297465.0,1158359.0,118045962.0
143,(주)다우기술,23590,Dec-15,54.54,283114913.0,5227526.0,0.0,0.0,0.0,202618955.0,80495958.0,992563.0,5227526.0,11564242.0,288342439.0
