name,code,year,casset,cdebt,asset,rearnings,debt,sales,employee,capital,equity,netincome,income,stock_num,stock,roe,ebt,interest,facevalue
삼성전자(주),5930,Dec-15,1.24815E+11,50502909000,2.4218E+11,1.85132E+11,63119716000,2.00653E+11,96898,897514000,1.7906E+11,19060144000,26413442000,170132764,1260000,11.16,25960995000,-748256000,5000
삼성전자(주),5930,Dec-17,1.46982E+11,67175114000,3.01752E+11,2.15811E+11,87260662000,2.39575E+11,99784,897514000,2.14491E+11,42186747000,53645038000,147349074,2548000,21.01,56195967000,-542715000,5000
삼성전자(주),5930,Dec-18,1.74697E+11,69081510000,3.39357E+11,2.42699E+11,91604067000,2.43771E+11,103011,897514000,2.47753E+11,44344857000,58886669000,6792669250,38700,19.63,61159958000,-548272000,100
삼성전자(주),5930,Dec-16,1.4143E+11,54704095000,2.62174E+11,1.93086E+11,69211291000,2.01867E+11,93200,897514000,1.92963E+11,22726092000,29240672000,161192764,1802000,12.48,30713652000,-443838000,5000
삼성전자(주),5930,Dec-20,1.98216E+11,75604351000,3.78236E+11,2.71068E+11,1.02288E+11,2.36807E+11,109490,897514000,2.75948E+11,26407832000,35993876000,6792669250,81000,9.99,36345117000,-555321000,100
삼성전자(주),5930,Dec-19,1.81385E+11,63782764000,3.52564E+11,2.54583E+11,89684076000,2.30401E+11,105257,897514000,2.6288E+11,21738865000,27768509000,6792669250,55800,8.69,30432189000,-579979000,100
삼영이엔씨(주),65570,Dec-17,59670680,5988934,92444458,73125245,7390934,38016186,281,4400000,85053524,3145616,5210170,8800000,8860,3.7,3232380,-80234,500
삼영이엔씨(주),65570,Dec-09,,,,,,,246,,,,,,7070,,,,
삼영이엔씨(주),65570,Dec-10,,,,,,,242,,,,,,6290,,,,
삼영이엔씨(주),65570,Dec-11,,,,,,,252,,,,,,5900,,,,
삼영이엔씨(주),65570,Dec-12,,,,,,,292,,,,,,7170,,,,
삼영이엔씨(주),65570,Dec-13,,,,,,,270,,,,,,8560,,,,
삼영이엔씨(주),65570,Dec-14,,,,,,,281,,,,,,9120,,,,
삼영이엔씨(주),65570,Dec-18,59285867,10134453,93842684,71253953,10660453,35285403,270,4400000,83182231,601507,921425,8800000,5360,0.72,497600,-154652,500
삼영이엔씨(주),65570,Dec-19,,,,,,,280,,,,,,5940,,,,
삼영이엔씨(주),65570,Dec-20,,,,,,,275,,,,,,7530,,,,
삼영이엔씨(주),65570,Dec-16,,,,,,,257,,,,,,8880,,,,
